Words,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
rupawan,1,0,0,0,0,0,0,0,0,0
rurut,0,0,0,0,0,0,0,0,0,0
rusa,0,1,1,0,1,0,0,1,0,0
rusa besar,0,0,0,0,0,0,0,0,0,0
rusa jantan,0,0,0,0,0,0,0,0,0,0
rusa kutub,0,0,0,0,0,0,0,0,0,0
rusak,0,1,1,0,1,1,0,1,0,0
rusak bentuk,0,1,0,0,1,0,0,0,0,0
rusuh,0,1,1,0,0,1,0,1,1,0
rute,0,0,0,0,0,0,0,0,0,1
rutin,1,0,0,0,0,0,0,0,0,1
sabana,0,0,0,0,0,0,0,0,0,0
sabar,1,0,0,1,0,0,0,1,0,1
sabit,0,0,0,0,0,0,0,0,0,0
sabotase,0,1,1,0,1,1,0,1,1,0
sabuk,0,1,1,0,0,1,0,0,0,0
sabun,0,0,0,0,0,0,0,0,0,0
sabun mandi,0,0,0,0,0,0,0,0,0,0
sadar,1,0,0,0,0,0,0,0,0,0
safir,0,0,0,0,0,0,0,0,0,0
sage,1,0,0,0,0,0,0,0,0,1
sah,1,0,1,0,0,1,1,0,0,1
sahabat,1,0,0,0,0,0,1,0,0,1
sahaja,1,0,0,0,0,0,0,0,0,0
saham,0,1,0,0,0,0,0,0,0,0
saing,0,1,1,0,0,0,0,0,0,0
sair,1,0,0,0,0,0,0,0,0,0
sajak,0,0,0,0,0,0,0,0,0,0
saji,1,0,0,1,0,0,1,0,1,1
sakit,0,1,1,0,1,1,0,1,0,0
sakit gigi,0,1,0,0,0,1,0,0,0,0
sakit gondok,0,1,0,0,0,0,0,0,0,0
sakit jiwa,0,1,1,0,1,1,0,1,0,0
sakit kepala,0,1,0,0,0,0,0,0,0,0
sakit kuning,0,1,0,0,0,1,0,0,0,0
sakit perut,0,1,0,0,0,0,0,0,0,0
sakit saraf,0,1,0,0,0,1,0,1,0,0
sakramen,0,0,0,0,0,0,0,0,0,0
saksi,0,0,0,0,0,0,0,0,0,1
saksi mata,0,0,0,0,0,0,0,0,0,1
saksofon,0,0,0,0,0,0,0,0,0,0
saku,0,0,0,0,0,0,0,0,0,0
saku rok,0,0,0,0,0,0,0,0,0,0
salad,0,0,0,0,0,0,0,0,0,0
salah,0,1,1,0,0,1,0,1,1,0
salah arti,0,1,1,0,0,0,0,0,0,0
salah bodoh,0,0,0,0,0,0,0,0,0,0
salah guna,0,1,1,0,1,1,0,1,0,0
salah informasi,0,0,0,0,0,0,0,0,0,0
salah nama,0,1,0,0,0,0,0,0,0,0
salah paham,0,1,1,0,1,1,0,0,0,0
salah paham,0,1,1,0,0,0,0,1,0,0
salah saji,0,1,1,0,1,0,0,0,0,0
salah tafsir,0,1,0,0,0,0,0,0,0,0
salah taruh,0,1,1,0,1,0,0,0,0,0
salah tempat,0,1,0,0,0,0,0,0,0,0
salah tingkah,0,1,0,0,1,0,0,0,0,0
salah urus,0,1,0,0,0,0,0,0,0,0
salak,0,1,1,0,0,1,0,0,1,0
salam,1,0,0,0,0,0,0,0,1,0
salamander,0,0,0,0,0,0,0,0,0,0
saleh,1,0,0,0,1,0,0,1,0,1
salep,0,0,0,0,0,0,0,0,0,0
salib,0,1,1,0,1,1,0,1,0,0
salin,0,1,0,0,1,0,0,0,0,0
saling,0,0,0,0,0,0,0,0,0,0
saling gantung,0,0,0,0,0,0,0,0,0,0
saling hubung,0,0,0,0,0,0,0,0,0,0
salju,0,0,0,0,0,0,0,0,0,0
salju longsor,0,1,0,0,0,1,0,1,1,0
sally,0,0,0,0,0,0,0,0,1,0
salon,0,0,0,0,0,0,0,0,0,0
salur,0,0,0,0,0,0,0,0,0,0
salur buang,0,0,0,0,1,0,0,0,0,0
salur limbah,0,1,0,0,1,0,0,0,0,0
sama derajat,0,0,0,0,0,0,0,0,0,0
sama jauh,0,0,0,0,0,0,0,0,0,0
samar,0,1,0,0,0,0,0,0,1,0
samba,0,0,0,0,0,0,0,0,0,0
sambar,0,0,0,0,0,0,0,0,0,0
sambat,0,1,1,0,1,0,0,1,0,0
sambut,1,0,0,0,0,0,1,0,0,0
sambut hangat,1,1,1,0,1,0,1,0,1,1
sampah,0,1,0,0,1,0,0,1,0,0
sampanye,0,0,0,0,0,0,0,0,0,0
sampar,0,1,0,0,1,1,0,0,0,0
samping,0,1,0,0,1,0,0,0,0,0
samping,0,0,0,0,0,0,0,0,0,0
samudera,0,0,0,0,0,0,0,0,0,0
samudra,0,0,0,0,0,0,0,0,0,0
samurai,1,0,0,0,0,1,0,0,0,0
sandal,0,0,0,0,0,0,0,0,0,0
sandar,0,0,0,0,0,0,0,0,0,0
sander,0,0,0,0,0,0,0,0,0,0
sandera,0,1,1,0,0,1,0,0,0,0
sandi,0,0,0,0,0,0,0,0,0,0
sanding kata,0,0,0,0,0,0,0,0,0,0
sandiwara,0,1,0,0,0,0,0,0,0,0
sandiwara sensasi,0,1,1,0,0,0,0,1,0,0
sandung,0,1,1,0,0,0,0,1,0,0
sangga,0,0,0,0,0,0,0,0,0,0
sanggah,0,0,0,0,0,1,0,0,0,0
sangka,0,1,0,0,0,1,0,0,0,0
sangkal,0,1,1,0,0,0,0,0,0,0
sangkut,1,0,0,0,0,0,0,0,0,1
sanitasi,1,0,0,0,0,0,0,0,0,0
sanjung,1,0,0,0,0,0,1,0,0,0
sanksi,0,0,0,0,0,0,0,0,0,0
santai,1,0,0,0,0,0,1,0,0,0
santo,1,0,0,1,0,0,1,0,1,1
santun,1,0,0,0,0,0,0,1,0,0
sapi,0,0,0,0,0,0,0,0,0,0
sapi betina,0,0,0,0,0,0,0,0,0,0
sapu,0,0,0,0,0,0,0,0,0,0
saputangan,0,0,0,0,0,0,0,0,0,0
saraf,1,0,0,0,0,0,0,0,0,0
saran,0,0,0,0,0,0,0,0,0,1
sarang,1,0,0,0,0,0,0,0,0,1
sarang lebah,0,1,0,0,0,0,0,0,0,0
sarang madu,0,0,0,0,0,0,0,0,0,0
sarap,1,0,0,0,0,0,0,0,0,0
sarat,0,1,0,0,0,0,0,0,0,0
sariawan,0,1,0,0,0,0,0,0,0,0
saring,0,0,0,0,0,0,0,0,0,0
sarjana,1,0,0,0,0,0,0,0,0,1
sarjana muda,1,0,0,0,0,0,0,0,0,0
sarkasme,0,1,1,0,1,0,0,1,0,0
sarkoma,0,1,0,0,0,1,0,1,0,0
sarung,0,0,0,0,0,0,0,0,0,0
sarung bantal,0,0,0,0,0,0,0,0,0,0
sarung tangan,0,0,0,0,0,0,0,0,0,0
sarung tangan bulu,0,1,1,0,1,0,0,0,0,0
sastra,0,0,0,0,0,0,0,0,0,0
satelit,0,0,0,0,0,0,0,0,0,0
satin,1,0,0,0,0,0,0,0,0,0
satiris,0,0,0,0,0,0,0,0,0,0
satu warna,0,1,0,0,1,0,0,0,0,0
sauna,0,0,0,0,0,0,0,0,0,0
saus,0,0,0,0,0,0,0,0,0,0
sawah,0,0,0,1,0,0,0,0,0,0
sayang,1,0,0,1,0,0,1,0,0,1
sayap,0,1,0,0,0,1,0,0,0,0
sayur,0,0,0,0,0,0,0,0,0,0
scan,0,0,0,0,0,0,0,0,0,0
scarab,0,0,0,0,0,0,0,0,0,0
scotch,0,1,0,0,0,0,0,0,0,0
scrabble,0,0,0,0,0,0,0,0,0,0
scrapie,0,1,1,0,0,1,0,1,0,0
scrip,0,0,0,0,0,0,0,0,0,0
seared,0,0,0,0,0,0,0,0,0,0
sebab,0,0,0,0,0,0,0,0,0,0
sebar,1,0,0,0,0,0,0,0,0,0
sebar luas,1,0,0,0,0,0,0,0,0,0
sebelas,0,0,0,0,0,0,0,0,0,0
seberang,0,1,1,0,0,1,0,1,0,0
sebut,0,0,0,0,0,0,0,0,0,0
sebut atas,1,0,0,0,0,0,0,0,0,0
sebut di atas,0,0,0,0,0,0,0,0,0,0
sectional,0,0,0,0,0,0,0,0,0,0
sedak,0,1,1,0,0,0,0,1,0,0
sedang,0,0,0,0,0,0,0,0,0,0
sedang langsung,0,0,0,1,0,0,0,0,0,0
sederhana,1,0,0,1,0,0,1,0,1,1
sedge,0,0,0,0,0,0,0,0,0,0
sedia,1,0,0,1,0,0,1,0,0,1
sedih,0,1,1,0,1,0,0,1,0,0
sedikit,0,0,0,0,0,0,0,0,0,0
sedikit demi sedikit,0,0,0,0,0,0,0,0,0,0
sedimen,0,0,0,0,0,0,0,0,0,0
sedot,0,0,0,0,0,0,0,0,0,0
segan,0,1,0,0,0,1,0,0,0,0
segar,1,0,0,0,0,0,0,0,0,0
segel,1,0,0,0,0,0,0,0,0,1
segera,0,0,0,0,0,0,0,0,0,0
segi,0,0,0,0,0,0,0,0,0,0
segi delapan,0,0,0,0,0,0,0,0,0,0
segi empat,0,0,0,0,0,0,0,0,0,0
segi enam,0,0,0,0,0,0,0,0,0,0
segi lima,0,0,0,0,0,0,0,0,0,0
segi tiga,0,0,0,0,0,0,0,0,0,0
segitiga,0,0,0,0,0,0,0,0,0,0
segmen,0,0,0,0,0,0,0,0,0,0
sehat,1,0,0,0,0,0,1,0,0,0
sejahtera,1,0,0,0,0,0,0,0,0,0
sejarah,0,0,0,0,0,0,0,0,0,0
sejarawan,0,0,0,0,0,0,0,0,0,0
sejati,1,0,0,0,0,0,0,0,0,1
sejuk,1,0,0,0,0,0,0,0,0,0
sekal,0,0,0,0,0,0,0,0,1,0
sekaligus,0,0,0,0,0,0,0,0,0,0
sekam,0,1,1,0,0,1,0,0,0,0
sekarat,0,1,1,0,1,1,0,1,0,0
sekat,0,0,0,0,0,0,0,0,0,0
sekering,1,0,0,0,0,0,0,0,0,1
sekitar,0,0,0,0,0,0,0,0,0,0
sekitar itu,0,0,0,0,0,0,0,0,0,0
sekoci,0,0,0,0,0,0,0,0,0,0
sekolah,1,0,0,0,0,0,0,0,0,1
sekongkol,0,1,0,0,0,1,0,0,0,0
sekop,0,0,0,0,0,0,0,0,0,0
sekresi,0,1,0,0,1,0,0,0,0,0
sekretariat,1,0,0,0,0,0,0,0,0,0
sekretaris,0,0,0,0,0,0,0,0,0,0
seks,1,0,0,1,0,0,1,0,0,1
seksi,1,0,0,1,0,0,1,0,0,0
seksi,0,1,0,0,0,0,1,0,0,0
sektarian,0,1,1,0,0,1,0,0,0,0
sekte,0,0,0,0,0,0,0,0,0,0
sektor,0,0,0,0,0,0,0,0,0,0
sekuel,0,0,0,1,0,0,0,0,0,0
sekularisme,0,0,0,0,0,0,0,0,0,0
sekuler,0,0,0,1,0,0,0,0,0,0
sekunar,0,0,0,0,0,0,0,0,0,0
sekunder,0,0,0,0,0,0,0,0,0,0
sekuritas,0,0,0,0,0,0,0,0,0,1
sekutu,1,0,0,0,0,0,0,0,0,1
sel,0,0,0,0,0,0,0,0,0,0
sela,1,0,0,0,0,0,0,0,0,0
selada,0,0,0,0,0,0,0,0,0,0
selai,1,0,0,0,0,0,0,0,0,0
selai jeruk,0,0,0,0,0,0,0,0,0,0
selam,0,0,0,0,0,0,0,0,0,0
selamat,1,0,0,1,0,0,1,0,1,1
selamat tinggal,0,0,0,1,0,0,0,0,0,0
selancar,0,0,0,0,0,0,0,0,0,0
selang,0,1,0,0,0,0,0,0,0,0
selangkang,0,0,0,0,0,0,0,0,0,0
selaput,0,0,0,0,0,0,0,0,0,0
selaras,0,0,0,0,0,0,0,0,0,0
selat,0,1,0,0,0,1,0,0,0,0
selebaran,0,1,0,1,0,0,0,0,0,0
selebriti,1,1,1,1,1,0,1,0,1,1
selebritis,0,0,0,0,0,0,0,0,0,0
selempang,0,0,0,0,0,0,0,0,0,0
selendang,0,0,0,0,0,0,0,0,0,0
selenggara,0,0,0,0,0,0,0,0,0,0
selera,0,0,0,0,0,0,0,0,0,0
selesai,1,0,0,1,0,0,1,0,0,0
selestial,1,0,0,1,0,0,1,0,0,0
seleweng,0,1,0,0,1,1,0,0,0,0
selidik,1,0,0,0,0,0,0,0,0,0
selimut,0,0,0,0,0,0,0,0,0,1
selinap,0,1,1,0,0,1,0,0,1,0
seling,1,0,0,0,0,0,0,0,0,0
selingkuh,0,1,1,0,1,1,0,1,1,0
selip,0,1,1,0,0,1,0,1,0,0
selisih,0,1,1,0,1,1,0,1,0,0
selokan,0,0,0,0,1,0,0,0,0,0
selubung,0,1,0,0,0,0,0,0,0,0
seluler,0,0,0,0,0,0,0,0,0,0
seluloida,0,0,0,0,0,0,0,0,0,0
selundup,0,1,1,0,1,1,0,0,0,0
seluruh,0,0,0,0,0,0,0,0,0,0
semai,0,0,0,0,0,0,0,0,0,0
semak,0,0,0,0,0,0,0,0,0,0
semangat,1,0,0,1,0,0,1,0,1,1
semanggi,0,0,0,0,0,0,0,0,0,0
sembah,1,0,0,1,0,1,1,0,0,1
sembah berhala,0,0,0,0,0,0,0,0,0,0
sembelit,0,1,0,0,1,0,0,0,0,0
sembilan,0,0,0,0,0,0,0,0,0,0
sembilan puluh,0,0,0,0,0,0,0,0,0,0
sembrono,0,1,1,0,0,1,0,0,0,0
sembuh,1,0,0,1,0,0,1,0,0,1
sembunyi,0,1,0,1,0,1,0,0,1,0
sembur,0,1,0,0,0,0,0,0,0,0
semburat,0,0,0,0,0,0,0,0,0,0
semen,0,0,0,1,0,0,0,0,0,1
semenanjung,0,0,0,0,0,0,0,0,0,0
sementara,0,1,0,1,0,0,0,0,0,0
sementara itu,0,0,0,0,0,0,0,0,0,0
seminar,1,0,0,0,0,0,0,0,0,1
seminari,0,0,0,0,0,0,0,0,0,0
semiotika,0,0,0,0,0,0,0,0,0,0
sempit,0,1,0,0,0,0,0,0,0,0
sempoa,0,0,0,0,0,0,0,0,0,1
sempoyongan,0,0,0,0,0,0,0,0,1,0
semprot,0,1,1,0,1,0,0,1,1,0
sempurna,1,0,0,1,0,0,1,0,1,1
semrawut,0,1,1,0,0,0,0,0,0,0
semu,0,0,0,0,0,0,0,0,0,0
semut,0,0,0,0,0,0,0,0,0,0
sen,0,0,0,0,0,0,0,0,0,0
sen dolar,0,0,0,0,0,0,0,0,0,0
senam,1,0,0,0,0,0,0,0,0,0
senandung,0,0,0,0,0,0,0,0,0,0
senang,1,0,0,1,0,0,1,0,0,1
senang derita,0,1,1,0,1,1,0,0,0,0
senapan,0,1,1,0,0,1,0,0,0,0
senat,0,0,0,0,0,0,0,0,0,1
senator,0,0,0,0,0,0,0,0,0,0
senda gurau,1,0,0,0,0,0,1,0,1,0
sendok,0,0,0,0,0,0,0,0,0,0
sendok makan,0,0,0,0,0,0,0,0,0,0
sendok penuh,0,0,0,0,0,0,0,0,0,0
sengaja,0,1,1,0,0,0,0,1,0,0
sengat,0,1,1,0,0,1,0,0,0,0
sengit,0,1,1,0,1,1,0,0,0,0
sengsara,0,1,0,0,0,1,0,1,0,0
seni,1,0,0,1,0,0,1,1,1,0
seniman,0,0,0,0,0,0,0,0,0,0
senior,0,0,0,0,0,0,0,0,0,0
senioritas,1,0,0,0,0,0,0,0,0,1
senja,0,0,0,0,0,0,0,0,0,0
senjata,0,1,1,0,0,1,0,0,0,0
senjata api,0,1,1,0,0,1,0,0,0,0
senonoh,0,1,1,0,0,0,0,0,0,0
sensasi,1,0,0,1,0,1,1,0,1,0
sensasional,1,0,0,0,0,0,1,0,0,0
sensibilitas,1,0,0,0,0,0,0,0,0,0
sensor,0,1,1,0,1,1,0,0,0,1
sensual,1,1,0,1,0,0,1,0,1,1
sensualitas,1,0,0,1,0,0,1,0,0,0
sensus,0,0,0,0,0,0,0,0,0,0
senta,0,0,0,0,0,0,0,0,1,0
sentak,0,1,0,1,1,1,0,1,1,0
senter,0,0,0,0,0,0,0,0,0,0
sentimen,0,0,0,0,0,0,0,0,0,0
sentimentil,1,0,0,0,0,0,0,0,0,0
sentimeter,0,0,0,0,0,0,0,0,0,0
sentral,0,0,0,0,0,0,0,0,0,0
sentralisasi,0,0,0,0,0,0,0,0,0,0
sentralitas,0,0,0,0,0,0,0,0,0,0
sentrifugal,0,0,0,0,0,0,0,0,0,0
sentuh,0,1,0,0,0,0,0,0,0,0
senyawa,0,0,0,0,0,0,0,0,0,0
senyum,1,0,0,0,0,0,1,0,1,1
sepa,0,1,0,0,0,0,0,1,0,0
sepak bola,1,0,0,1,0,0,1,0,0,0
sepakat,1,0,0,0,0,0,0,0,0,1
separatis,0,1,1,0,1,0,0,0,0,0
sepatu,0,0,0,0,0,0,0,0,0,0
sepatu bot,0,0,0,0,0,0,0,0,0,0
sepatu kasual,0,1,0,0,0,0,0,0,0,0
sepatu kets,0,0,0,0,0,0,0,0,0,0
sepatu kuda,0,0,0,0,0,0,0,0,0,0
sepeda,0,0,0,0,0,0,0,0,0,0
sepeda motor,0,0,0,0,0,0,0,0,0,0
sepen,0,0,0,0,0,0,0,0,0,0
sepenuh,1,0,0,0,0,0,0,0,0,1
seperai,0,0,0,0,0,0,0,0,0,0
seperti bangsawan,1,0,0,1,0,0,1,0,1,1
seperti beludru,1,0,0,0,0,0,0,0,0,0
seperti budak,0,1,0,0,1,1,0,1,0,0
seperti kaca,0,0,0,0,0,0,0,0,0,0
seperti malaikat,1,0,0,0,0,0,1,0,0,1
seperti pasir,0,0,0,0,0,0,0,0,0,0
seperti susu,0,0,0,0,0,0,0,0,0,0
seperti wanita,0,0,0,0,0,0,0,0,0,0
sepi,0,1,1,0,1,1,0,1,0,0
sepsis,0,1,0,0,0,1,0,1,0,0
september,0,0,0,0,0,0,0,0,0,0
septik,0,1,0,0,1,0,0,0,0,0
sepuh,1,0,0,0,0,0,0,0,0,1
serabut,0,0,0,0,0,0,0,0,0,0
seragam,1,0,0,0,0,0,0,0,0,0
serah,0,1,0,0,0,1,0,1,0,0
serak,0,1,0,0,0,0,0,0,0,0
serakah,0,1,1,0,1,0,0,0,0,0
seram,0,1,0,0,1,1,0,0,0,0
serampang,0,0,0,0,1,0,0,0,0,0
serang,0,1,1,0,1,1,0,1,1,0
serang gencar,0,0,0,0,0,0,0,0,0,0
serangga,0,0,0,0,0,0,0,0,0,0
serap,1,0,0,0,0,0,0,0,0,0
serat,0,1,0,0,0,0,0,0,0,0
serba guna,0,0,0,0,0,0,0,0,0,0
serba ragam,0,0,0,0,0,0,0,0,0,0
serba salah,0,1,0,0,0,0,0,0,0,0
serban,0,0,0,0,0,0,0,0,0,0
serbet,0,0,0,0,0,0,0,1,0,0
serbu,0,1,1,0,0,1,0,1,1,0
serbuk gergaji,0,0,0,0,0,0,0,0,0,0
serebral,1,0,0,0,0,0,0,0,0,0
serentak,1,0,0,0,0,0,0,0,0,0
seret,0,0,0,0,0,0,0,0,0,0
sergap,0,1,1,0,0,1,0,0,1,0
seri,1,0,0,1,0,0,1,0,0,0
serial,0,0,0,1,0,0,0,0,0,0
serif,0,0,0,0,0,0,0,0,0,0
serikat,1,0,0,0,0,0,0,0,0,1
seringai,1,0,0,1,0,0,1,0,1,1
serius,1,0,0,0,0,1,0,1,1,0
serpentin,0,0,0,0,0,0,0,0,0,0
sersan,0,0,0,0,0,0,0,0,0,0
serta,0,0,0,0,0,0,0,0,0,1
sertifikat,0,0,0,0,0,0,0,0,0,0
seru,1,0,0,1,0,0,1,0,1,0
seruling,0,0,0,0,0,0,0,0,0,0
serum,1,0,0,0,0,0,0,0,0,0
sesak,0,0,0,0,0,0,0,0,0,0
sesak nafas,0,0,0,0,0,0,0,0,0,0
sesal,0,1,1,0,0,0,0,1,0,0
sesap,0,0,0,0,0,0,0,0,0,0
sesat,0,1,1,0,1,1,0,0,0,0
sesi,0,0,0,0,0,0,0,0,0,0
sesuai,1,0,0,0,0,0,0,0,0,1
sesuai kembali,0,0,0,0,0,0,0,0,0,0
sesuatu,0,0,0,0,0,0,0,0,0,0
set,0,0,0,0,0,0,0,0,0,0
setan,0,1,1,1,1,1,0,1,0,0
setel,0,0,0,0,0,0,0,0,0,0
setensilan,0,0,0,0,0,0,0,0,0,0
setia,1,0,0,0,0,1,1,0,1,1
setor,0,0,0,0,0,0,0,0,0,0
setter,0,0,0,0,0,0,0,0,0,0
settlor,1,0,0,0,0,1,0,0,0,0
setuju,1,0,0,0,0,0,0,0,0,1
sewa,1,0,0,0,0,0,0,0,0,0
shading,0,0,0,0,0,0,0,0,0,0
shag,0,0,0,0,0,0,0,0,0,0
shanghai,0,1,0,0,1,1,0,0,0,0
sheriff,0,0,0,0,0,0,0,0,0,1
sherry,0,0,0,0,0,0,0,0,0,0
shiling,0,0,0,0,0,0,0,0,0,0
shin,0,0,0,0,0,0,0,0,0,0
shire,0,0,0,0,0,0,0,0,0,0
sia,0,1,0,0,1,0,0,1,0,0
sia sia,0,1,0,0,1,1,0,1,0,0
sial,0,1,1,0,1,1,0,1,0,0
siang,0,0,0,0,0,0,0,0,0,0
sianida,0,1,0,0,0,1,0,0,0,0
siar,0,0,0,0,0,0,0,0,0,0
siasat,1,0,0,1,0,0,0,0,0,1
sibuk,0,0,0,0,0,0,0,0,0,0
sic,0,0,0,0,0,0,0,0,0,0
sidang,0,1,0,0,0,1,0,0,0,0
sidang pleno,0,0,0,0,0,0,0,0,0,0
sidik jari,0,0,0,0,0,0,0,0,0,0
sifat,0,0,0,0,0,0,0,0,0,0
sifat batas,0,1,0,0,0,0,0,0,0,0
sifat busung,0,0,0,0,0,0,0,0,0,0
sifat didik,1,0,0,0,0,0,0,0,0,0
sifat lambang,0,0,0,0,0,0,0,0,0,0
sifat lekas marah,0,1,1,0,0,0,0,0,0,0
sifat rangsang,0,0,0,0,0,0,0,0,0,0
sifat tentu,0,0,0,0,0,0,0,0,0,0
sigung,0,0,0,0,0,0,0,0,0,0
sihir,0,1,1,0,1,1,1,1,1,0
sikap,0,0,0,0,0,0,0,0,0,0
sikap tenang,0,0,0,0,0,0,0,0,0,0
sikat,0,0,0,0,0,0,0,0,0,0
sikeras,0,0,0,0,0,0,0,0,0,0
siklus,0,0,0,0,0,0,0,0,0,0
siksa,0,1,1,1,1,1,0,1,0,0
siku,0,0,1,0,0,0,0,0,0,0
silabus,0,0,0,0,0,0,0,0,0,0
silang patung kristus,0,0,0,0,0,0,0,0,0,0
silau,0,1,1,0,0,1,0,0,0,0
silinder,0,0,0,0,0,0,0,0,0,0
silsilah,1,0,0,0,0,0,0,0,0,1
simbal,0,0,0,0,0,0,0,0,0,0
simbol,0,0,0,0,0,0,0,0,0,0
simbolis,1,0,0,0,0,0,0,0,0,0
simbolisme,0,0,0,0,0,0,0,0,0,0
simetri,1,0,0,0,0,0,1,0,0,1
simetris,1,0,0,0,0,0,0,0,0,0
simfoni,1,0,0,1,0,0,1,0,0,0
simpai,0,0,0,0,0,0,0,0,0,0
simpan,1,0,0,0,0,0,1,0,0,1
simpang,0,1,0,0,1,0,0,0,0,0
simpang jalan,0,0,0,0,0,0,0,0,0,0
simpati,1,0,0,0,0,0,0,1,0,0
simpatik,1,0,0,0,0,1,1,1,0,1
simpul,1,0,0,0,0,0,0,0,0,0
simulasi,0,0,0,0,0,0,0,0,0,0
sinagoga,0,0,0,0,0,0,0,0,0,0
sinar,1,0,0,1,0,0,1,0,0,0
sinar bulan,1,0,0,0,0,0,0,0,0,0
sinar matahari,1,0,0,0,0,0,1,0,0,0
sindikat,0,0,0,0,0,0,0,0,0,0
sindir,0,1,1,0,0,0,0,0,0,0
sinematografer,0,0,0,0,0,0,0,0,0,0
sinematografi,0,0,0,0,0,0,0,0,0,0
sinergi,0,0,0,0,0,0,0,0,0,0
sinergis,1,0,0,0,0,0,0,0,0,1
singa,1,0,0,0,0,1,0,0,0,0
singgung,0,1,1,0,0,0,0,1,0,0
singkap,0,0,0,0,0,0,0,0,0,0
singkat,0,0,0,0,0,0,0,0,0,0
sinis,0,1,1,0,1,0,0,0,0,0
sinkop,0,1,0,0,0,1,0,1,1,0
sinkronis,0,0,0,0,0,0,0,0,0,0
sinode,1,0,0,0,0,0,0,0,0,1
sinonim,1,1,0,0,0,1,0,0,0,1
sinoptik,0,0,0,0,0,0,0,0,0,0
sintaksis,0,0,0,0,0,0,0,0,0,0
sintetis,0,0,0,0,0,0,0,0,0,0
sinus,0,1,0,0,0,0,0,0,0,0
sinyal,0,0,0,0,0,0,0,0,0,0
sipil,1,0,0,0,0,0,0,0,0,0
sipir,0,1,1,0,0,1,0,0,0,1
sipu,0,0,0,0,0,0,0,0,0,0
sipu malu,0,1,0,0,0,0,0,0,0,0
siput,0,1,0,0,1,0,0,0,0,0
siram,1,0,0,0,0,0,0,0,0,0
sirap,0,0,0,0,0,0,0,0,0,0
sirat,0,0,0,0,0,0,0,0,0,0
sirene,0,1,0,0,0,1,0,0,0,0
sirip,0,0,0,0,0,0,0,0,0,0
sirkuit,0,0,0,0,0,0,0,0,0,0
sirkulasi,0,0,0,0,0,0,0,0,0,0
sirkus,0,0,0,0,0,0,0,0,0,0
sirup,0,0,0,0,0,0,0,0,0,0
sisa,1,1,0,0,1,1,0,0,0,0
sisi,0,0,0,0,0,0,0,0,0,0
sisi kanan,0,0,0,0,0,0,0,0,0,0
sisih,0,1,0,0,0,0,0,0,0,0
sisik,0,1,0,0,0,0,0,0,0,0
sisip,0,0,0,0,0,0,0,0,0,0
sisir,0,0,0,0,0,0,0,0,0,0
sistem,1,0,0,0,0,0,0,0,0,1
sistematis,1,0,0,0,0,0,0,0,0,1
siswa,0,0,0,0,0,0,1,0,0,0
sita,0,1,1,0,0,0,0,1,0,0
sith,0,0,0,0,0,0,0,0,0,0
sitoplasma,0,0,0,0,0,0,0,0,0,0
situasi,0,0,0,0,0,0,0,0,0,0
situs,0,0,0,0,0,0,0,0,0,0
skala,0,0,0,0,0,0,0,0,0,0
skandal,0,1,1,0,0,1,0,1,0,0
skate,0,0,0,0,0,0,0,0,0,0
skating,0,0,0,0,0,0,0,0,0,0
skema,0,1,0,0,0,0,0,0,0,0
skeptis,0,1,0,0,0,0,0,0,0,1
sketsa,0,0,0,0,0,0,0,0,0,0
skit,0,0,0,0,0,0,0,0,0,0
skizofrenia,0,1,1,0,1,1,0,1,0,0
skor,1,0,0,1,0,0,1,0,1,0
skuamosa,0,0,0,0,0,0,0,0,0,0
slang,0,0,0,0,0,0,0,0,0,0
slink,0,1,0,0,0,0,0,0,0,0
slogan,0,0,0,0,0,0,0,0,0,0
slot,0,0,0,0,0,0,0,0,0,0
smattering,0,1,0,0,0,0,0,0,0,0
smith,0,0,0,0,0,0,0,0,0,1
smokey,0,0,0,0,0,0,0,0,0,0
snags,0,1,0,0,0,0,0,0,0,0
snoopy,0,0,0,0,0,0,0,0,0,0
sobat,1,0,0,1,0,0,1,0,0,1
sobek,0,0,0,0,0,0,0,0,0,0
soc,0,0,0,0,0,0,0,0,0,0
sodok,0,1,0,1,0,0,0,0,0,0
sofa,0,0,0,0,0,0,0,1,0,0
sok,0,0,0,0,0,0,0,0,0,0
sokong,0,1,0,0,0,0,0,0,0,1
solek,0,1,0,0,1,0,0,0,0,0
solidaritas,0,0,0,0,0,0,0,0,0,1
solidifikasi,0,0,0,0,0,0,0,0,0,0
solitaire,0,0,0,0,0,0,0,0,0,0
solo,0,0,0,0,0,0,0,0,0,0
solok,0,1,1,0,1,0,0,0,0,0
solvabilitas,1,0,0,0,0,0,0,0,0,0
somatik,0,1,0,0,0,0,0,0,1,0
sombong,0,1,1,0,1,0,0,0,0,0
sonar,1,0,0,1,0,0,0,0,0,0
sonata,1,0,0,0,0,0,0,0,0,0
sonet,1,0,0,0,0,0,1,1,0,0
sopan,1,0,0,0,0,0,0,0,0,0
sopan santun,0,0,0,0,0,0,0,0,0,0
sophomore,0,0,0,0,0,0,0,0,0,0
sopir,0,0,0,0,0,0,0,0,0,0
sopran,0,0,0,0,0,0,0,0,0,0
sorak,1,0,0,1,0,0,1,0,1,1
sorak sorai,1,0,0,0,0,0,1,0,0,0
sore,0,0,0,0,0,0,0,1,0,0
sorgum,0,0,0,0,0,0,0,0,0,0
